obs,source,auth,title,yr_pub,reg,loc,lat_decimal,long_decimal,MAP_mm,soil_type,ox_ult,pH,clay_perc,silt_perc,sand_perc,bnf_input,ferttype1,fert1_kgN_ha,ferttype2,fert2_kgN_ha,ferttype3,fert3_kgN_ha,split_app,org_Nfix_in,irrig_1_0,crop,crop_type,trt_name,nh3_kg_seas,nh3_kg_seas_zero.rm,SE,approx_num_measurements,num_replicates,duration_d,tropical,N_in_kg,pct_sand_0.05m_extract,pct_sand_combined,MAP_mm_global,MAP_mm_combined
182,this study,"Watanabe, T; Son, TT; Hung, NN; Van Truong, N; Giau, TQ; Hayashi, K; Ito, O",Measurement of ammonia volatilization from flooded paddy fields in Vietnam,2009,A,"Hiep Hoa District, Bac Giang Province, Vietnam",21.35,106.0333,,Plinthaquults,0,,,,,,urea,80,,,,,1,0,1,flooded rice,CF rice,BG sum -FYM 1,8.2,8.2,,12,2,10,1,80,,,1734,1734
183,this study,"Watanabe, T; Son, TT; Hung, NN; Van Truong, N; Giau, TQ; Hayashi, K; Ito, O",Measurement of ammonia volatilization from flooded paddy fields in Vietnam,2009,A,"Hiep Hoa District, Bac Giang Province, Vietnam",21.35,106.0333,,Plinthaquults,0,,,,,,urea,80,,,,,1,0,1,flooded rice,CF rice,BG spr -FYM 1,4.5,4.5,,12,3,10,1,80,,,1734,1734
184,this study,"Watanabe, T; Son, TT; Hung, NN; Van Truong, N; Giau, TQ; Hayashi, K; Ito, O",Measurement of ammonia volatilization from flooded paddy fields in Vietnam,2009,A,"Phuc Tho District, Hanoi City, Vietnam",21.11667,105.35,,Typic Endoaeuepts,0,,,,,,urea,80,,,,,1,0,1,flooded rice,CF rice,HN sim ,11.7,11.7,,12,3,10,1,80,,,1781,1781
185,this study,"Watanabe, T; Son, TT; Hung, NN; Van Truong, N; Giau, TQ; Hayashi, K; Ito, O",Measurement of ammonia volatilization from flooded paddy fields in Vietnam,2009,A,"Phuc Tho District, Hanoi City, Vietnam",21.11667,105.35,,Typic Endoaeuepts,0,,,,,,urea,80,,,,,1,0,1,flooded rice,CF rice,HN spr,12,12,,12,3,10,1,80,,,1781,1781
186,this study,"Watanabe, T; Son, TT; Hung, NN; Van Truong, N; Giau, TQ; Hayashi, K; Ito, O",Measurement of ammonia volatilization from flooded paddy fields in Vietnam,2009,A,"Co Do District, Can Tho City, Vietnam",10.13333,105.5833,,Thapto Histic Sulfic Tropaquepts,0,,,,,,urea,100,,,,,1,0,1,flooded rice,CF rice,CT dry,14.8,14.8,,12,1,10,1,100,,,2152,2152
187,this study,"Watanabe, T; Son, TT; Hung, NN; Van Truong, N; Giau, TQ; Hayashi, K; Ito, O",Measurement of ammonia volatilization from flooded paddy fields in Vietnam,2009,A,"Co Do District, Can Tho City, Vietnam",10.13333,105.5833,,Thapto Histic Sulfic Tropaquepts,0,,,,,,urea,100,,,,,1,0,1,flooded rice,CF rice,CT wet,1.4,1.4,,12,2,10,1,100,,,2152,2152
188,this study,"Prasertsak, P; Freney, JR; Saffigna, PG; Denmead, OT; Prove, BG",Fate of urea nitrogen applied to a banana crop in the wet tropics of Queensland,2001,O,"Innisfail, Queensland, Australia",-17.519304,146.023272,2900,Tropeptic Haplorthox,0,4.8,7.45,,,,urea,228,,,,,1,0,1,banana,other,in row,42.54426916,42.54426916,,14,1,14,1,228,,,,2900
189,this study,"Prasertsak, P; Freney, JR; Saffigna, PG; Denmead, OT; Prove, BG",Fate of urea nitrogen applied to a banana crop in the wet tropics of Queensland,2001,O,"Innisfail, Queensland, Australia",-17.519304,146.023272,2900,Tropeptic Haplorthox,0,4.8,7.45,,,,urea,228,,,,,1,0,1,banana,other,between row,47.34749074,47.34749074,,14,1,14,1,228,,,,2900
190,this study,"FRENEY, JR; DENMEAD, OT; WOOD, AW; SAFFIGNA, PG; CHAPMAN, LS; HAM, GJ; HURNEY, AP; STEWART, RL",FACTORS CONTROLLING AMMONIA LOSS FROM TRASH COVERED SUGARCANE FIELDS FERTILIZED WITH UREA,1992,O,"Mackay, Queensland, Australia",-21.15,149.179947,1731,Aquic Haplustult,0,4.8,,,,,urea,160,,,,,0,1,0,sugar cane,other,Mackay,52.30828,52.30828,,38,1,38,1,160,,,1242,1731
191,this study,"FRENEY, JR; DENMEAD, OT; WOOD, AW; SAFFIGNA, PG; CHAPMAN, LS; HAM, GJ; HURNEY, AP; STEWART, RL",FACTORS CONTROLLING AMMONIA LOSS FROM TRASH COVERED SUGARCANE FIELDS FERTILIZED WITH UREA,1992,O,"Ayr, Queensland, Australia",-19.58333,147.412963,1018,Typic Haplustoll,0,7.3,,,,,urea,160,,,,,0,1,0,sugar cane,other,Ayr,0.69007653,0.69007653,,9,1,9,1,160,,,824,1018
192,this study,"FRENEY, JR; DENMEAD, OT; WOOD, AW; SAFFIGNA, PG; CHAPMAN, LS; HAM, GJ; HURNEY, AP; STEWART, RL",FACTORS CONTROLLING AMMONIA LOSS FROM TRASH COVERED SUGARCANE FIELDS FERTILIZED WITH UREA,1992,O,"Ingham, Queensland, Australia",-18.65,146.136709,2093,Typic Chromostert,0,4.7,,,,,urea,160,,,,,0,1,0,sugar cane,other,Ingham,62.782516,62.782516,,41,1,41,1,160,,,1143,2093
193,this study,"FRENEY, JR; DENMEAD, OT; WOOD, AW; SAFFIGNA, PG; CHAPMAN, LS; HAM, GJ; HURNEY, AP; STEWART, RL",FACTORS CONTROLLING AMMONIA LOSS FROM TRASH COVERED SUGARCANE FIELDS FERTILIZED WITH UREA,1992,O,"Tully, Queensland, Australia",-17.93333,145.928849,3215,Oxic Dystropept,0,4.5,,,,,urea,160,,,,,0,1,0,sugar cane,other,Tully,27.065502,27.065502,,22,1,22,1,160,,,1650,3215
194,Pan et. al 2016,"Bacon et al., 1986",,,,Australia,-35.58333,146.4167,,,,,,,,,,,,,,,,,,,,,54.48,54.48,,,,12,0,100,,,,
195,Pan et. al 2016,"Bacon et al., 1986",,,,Australia,-35.58333,146.4167,,,,,,,,,,,,,,,,,,,,,10.08,10.08,,,,12,0,100,,,,
196,Pan et. al 2016,"Bacon et al., 1986",,,,Australia,-35.58333,146.4167,,,,,,,,,,,,,,,,,,,,,5.4,5.4,,,,12,0,100,,,,
197,Pan et. al 2016,"Bacon et al., 1986",,,,Australia,-35.58333,146.4167,,,,,,,,,,,,,,,,,,,,,0,0.00027475,,,,12,0,100,,,,
198,Pan et. al 2016,"Banerjee et al., 2002",,,,India,28.66667,77.2,,,,,,,,,,,,,,,,,,,,,68.25,68.25,,,,105,0,120,,,,
199,Pan et. al 2016,"Banerjee et al., 2002",,,,India,28.66667,77.2,,,,,,,,,,,,,,,,,,,,,65.1,65.1,,,,105,0,120,,,,
200,Pan et. al 2016,"Banerjee et al., 2002",,,,India,28.66667,77.2,,,,,,,,,,,,,,,,,,,,,69.3,69.3,,,,105,0,120,,,,
201,Pan et. al 2016,"Banerjee et al., 2002",,,,India,28.66667,77.2,,,,,,,,,,,,,,,,,,,,,67.2,67.2,,,,105,0,120,,,,
202,Pan et. al 2016,"Bayrakli, 1996",,,,Turkey,37.888121,32.483833,,,,,,,,,,,,,,,,,,,,,24.96,24.96,,,,78,0,200,,,,
203,Pan et. al 2016,"Bayrakli, 1996",,,,Turkey,37.888121,32.483833,,,,,,,,,,,,,,,,,,,,,14.04,14.04,,,,78,0,200,,,,
206,Pan et. al 2016,"Black et al., 1984",,,,New Zealand,-43.646252,172.468046,,,,,,,,,,,,,,,,,,,,,8.03,8.03,,,,11,0,30,,,,
207,Pan et. al 2016,"Black et al., 1984",,,,New Zealand,-43.646252,172.468046,,,,,,,,,,,,,,,,,,,,,2.97,2.97,,,,11,0,30,,,,
208,Pan et. al 2016,"Black et al., 1984",,,,New Zealand,-43.646252,172.468046,,,,,,,,,,,,,,,,,,,,,2.2,2.2,,,,11,0,30,,,,
209,Pan et. al 2016,"Black et al., 1984",,,,New Zealand,-43.646252,172.468046,,,,,,,,,,,,,,,,,,,,,0.66,0.66,,,,11,0,30,,,,
210,Pan et. al 2016,"Black et al., 1984",,,,New Zealand,-43.646252,172.468046,,,,,,,,,,,,,,,,,,,,,0.11,0.11,,,,11,0,30,,,,
211,Pan et. al 2016,"Black et al., 1985",,,,New zealand ,-43.646252,172.468046,,,,,,,,,,,,,,,,,,,,,67.2,67.2,,,,8,0,200,,,,
212,Pan et. al 2016,"Black et al., 1985",,,,New zealand ,-43.646252,172.468046,,,,,,,,,,,,,,,,,,,,,1.2,1.2,,,,8,0,15,,,,
213,Pan et. al 2016,"Black et al., 1985",,,,New zealand ,-43.646252,172.468046,,,,,,,,,,,,,,,,,,,,,23.2,23.2,,,,8,0,100,,,,
214,Pan et. al 2016,"Black et al., 1985",,,,New zealand ,-43.646252,172.468046,,,,,,,,,,,,,,,,,,,,,10.32,10.32,,,,8,0,60,,,,
215,Pan et. al 2016,"Black et al., 1985",,,,New zealand ,-43.646252,172.468046,,,,,,,,,,,,,,,,,,,,,3.6,3.6,,,,10,0,30,,,,
216,Pan et. al 2016,"Black et al., 1985",,,,New zealand ,-43.646252,172.468046,,,,,,,,,,,,,,,,,,,,,2.9,2.9,,,,10,0,30,,,,
217,Pan et. al 2016,"Black et al., 1985",,,,New zealand ,-43.646252,172.468046,,,,,,,,,,,,,,,,,,,,,1.6,1.6,,,,10,0,30,,,,
218,Pan et. al 2016,"Black et al., 1985",,,,New zealand ,-43.646252,172.468046,,,,,,,,,,,,,,,,,,,,,0.3,0.3,,,,10,0,30,,,,
219,Pan et. al 2016,"Black et al., 1985",,,,New zealand ,-43.646252,172.468046,,,,,,,,,,,,,,,,,,,,,0.2,0.2,,,,10,0,30,,,,
220,Pan et. al 2016,"Black et al., 1989",,,,New Zealand,-43.646252,172.468046,,,,,,,,,,,,,,,,,,,,,21.1,21.1,,,,10,0,100,,,,
221,Pan et. al 2016,"Black et al., 1989",,,,New Zealand,-43.646252,172.468046,,,,,,,,,,,,,,,,,,,,,1,1,,,,10,0,100,,,,
222,Pan et. al 2016,"Black et al., 1989",,,,New Zealand,-43.646252,172.468046,,,,,,,,,,,,,,,,,,,,,0.6,0.6,,,,10,0,100,,,,
223,Pan et. al 2016,"Bronson et al., 1989",,,,USA,32.403086,-85.945291,,,,,,,,,,,,,,,,,,,,,20.52,20.52,,,,9,0,134,,,,
224,Pan et. al 2016,"Bronson et al., 1989",,,,USA,32.403086,-85.945291,,,,,,,,,,,,,,,,,,,,,1.53,1.53,,,,9,0,134,,,,
225,Pan et. al 2016,"Bronson et al., 1989",,,,USA,32.403086,-85.945291,,,,,,,,,,,,,,,,,,,,,1.44,1.44,,,,9,0,134,,,,
226,Pan et. al 2016,"Bronson et al., 1989",,,,USA,32.403086,-85.945291,,,,,,,,,,,,,,,,,,,,,0.27,0.27,,,,9,0,134,,,,
227,Pan et. al 2016,"Bussink, 1994",,,,Netherlands,52.500355,5.466164,,,,,,,,,,,,,,,,,,,,,23.73,23.73,,,,7,0,550,,,,
228,Pan et. al 2016,"Bussink, 1994",,,,Netherlands,52.500355,5.466164,,,,,,,,,,,,,,,,,,,,,19.53,19.53,,,,7,0,400,,,,
229,Pan et. al 2016,"Bussink, 1994",,,,Netherlands,52.500355,5.466164,,,,,,,,,,,,,,,,,,,,,6.44,6.44,,,,7,0,250,,,,
230,Pan et. al 2016,"Cai et al., 1986",,,,China,32.016166,119.671358,,,,,,,,,,,,,,,,,,,,,10.78,10.78,,,,7,0,90,,,,
231,Pan et. al 2016,"Cai et al., 1986",,,,China,32.016166,119.671358,,,,,,,,,,,,,,,,,,,,,5.67,5.67,,,,7,0,90,,,,
232,Pan et. al 2016,"Cai et al., 1986",,,,China,32.016166,119.671358,,,,,,,,,,,,,,,,,,,,,2.87,2.87,,,,7,0,90,,,,
233,Pan et. al 2016,"Cai et al., 1986",,,,China,32.016166,119.671358,,,,,,,,,,,,,,,,,,,,,2.52,2.52,,,,7,0,90,,,,
234,Pan et. al 2016,"Cai et al., 1986",,,,China,32.016166,119.671358,,,,,,,,,,,,,,,,,,,,,2.52,2.52,,,,7,0,90,,,,
235,Pan et. al 2016,"Cai et al., 2002",,,,China,35.043796,114.468125,,,,,,,,,,,,,,,,,,,,,96,96,,,,12,0,200,,,,
236,Pan et. al 2016,"Cai et al., 2002",,,,China,35.043796,114.468125,,,,,,,,,,,,,,,,,,,,,33,33,,,,10,0,75,,,,
237,Pan et. al 2016,"Cai et al., 2002",,,,China,35.043796,114.468125,,,,,,,,,,,,,,,,,,,,,39,39,,,,13,0,150,,,,
238,Pan et. al 2016,"Cai et al., 2002",,,,China,35.043796,114.468125,,,,,,,,,,,,,,,,,,,,,21.96,21.96,,,,12,0,200,,,,
239,Pan et. al 2016,"Cai et al., 2002",,,,China,35.043796,114.468125,,,,,,,,,,,,,,,,,,,,,17.94,17.94,,,,13,0,150,,,,
240,Pan et. al 2016,"Cai et al., 2002",,,,China,35.043796,114.468125,,,,,,,,,,,,,,,,,,,,,13.5,13.5,,,,10,0,75,,,,
241,Pan et. al 2016,"Cai et al., 2002",,,,China,35.043796,114.468125,,,,,,,,,,,,,,,,,,,,,15.04,15.04,,,,16,0,100,,,,
242,Pan et. al 2016,"Cai et al., 2002",,,,China,35.043796,114.468125,,,,,,,,,,,,,,,,,,,,,2.73,2.73,,,,13,0,120,,,,
243,Pan et. al 2016,"Cai et al., 2002",,,,China,35.043796,114.468125,,,,,,,,,,,,,,,,,,,,,2.34,2.34,,,,13,0,120,,,,
244,Pan et. al 2016,"Cai et al., 2002",,,,China,35.043796,114.468125,,,,,,,,,,,,,,,,,,,,,0.64,0.64,,,,16,0,100,,,,
245,Pan et. al 2016,"Chen et al., 2015",,,,China,26.0325,100.0633,,,,,,,,,,,,,,,,,,,,,11.22,11.22,,,,6,0,135,,,,
246,Pan et. al 2016,"Chen et al., 2015",,,,China,26.0325,100.0633,,,,,,,,,,,,,,,,,,,,,33.18,33.18,,,,6,0,380,,,,
247,Pan et. al 2016,"Chen et al., 2015",,,,China,26.0325,100.0633,,,,,,,,,,,,,,,,,,,,,23.88,23.88,,,,6,0,270,,,,
248,Pan et. al 2016,"Chen et al., 2015",,,,China,26.0325,100.0633,,,,,,,,,,,,,,,,,,,,,19.02,19.02,,,,6,0,225,,,,
249,Pan et. al 2016,"Chen et al., 2015",,,,China,26.0325,100.0633,,,,,,,,,,,,,,,,,,,,,15.12,15.12,,,,6,0,180,,,,
250,Pan et. al 2016,"Chen et al., 2015",,,,China,26.0325,100.0633,,,,,,,,,,,,,,,,,,,,,15.12,15.12,,,,6,0,0,,,,
251,Pan et. al 2016,"Clay et al., 1990",,,,USA,45.715948,-95.168622,,,,,,,,,,,,,,,,,,,,,6.24,6.24,,,,4,0,160,,,,
252,Pan et. al 2016,"Clay et al., 1990",,,,USA,45.715948,-95.168622,,,,,,,,,,,,,,,,,,,,,4.92,4.92,,,,4,0,160,,,,
253,Pan et. al 2016,"Clay et al., 1990",,,,USA,45.715948,-95.168622,,,,,,,,,,,,,,,,,,,,,2.72,2.72,,,,4,0,160,,,,
254,Pan et. al 2016,"Clay et al., 1990",,,,USA,45.715948,-95.168622,,,,,,,,,,,,,,,,,,,,,2.08,2.08,,,,4,0,160,,,,
255,Pan et. al 2016,"Clay et al., 1990",,,,USA,45.715948,-95.168622,,,,,,,,,,,,,,,,,,,,,0.24,0.24,,,,4,0,160,,,,
256,Pan et. al 2016,"Clay et al., 1990",,,,USA,45.715948,-95.168622,,,,,,,,,,,,,,,,,,,,,0.16,0.16,,,,4,0,160,,,,
257,Pan et. al 2016,"Clay et al., 1990",,,,USA,45.715948,-95.168622,,,,,,,,,,,,,,,,,,,,,0.12,0.12,,,,4,0,160,,,,
258,Pan et. al 2016,"Clay et al., 1990",,,,USA,26.0325,100.0633,,,,,,,,,,,,,,,,,,,,,0.08,0.08,,,,4,0,160,,,,
259,Pan et. al 2016,"Davies & Williams, 1995",,,,UK,53.858789,-0.815172,,,,,,,,,,,,,,,,,,,,,1.96,1.96,,,,7,0,60,,,,
260,Pan et. al 2016,"Davies & Williams, 1995",,,,UK,53.858789,-0.815172,,,,,,,,,,,,,,,,,,,,,0.98,0.98,,,,7,0,60,,,,
261,Pan et. al 2016,"Dawar et al., 2011",,,,New Zealand,-44.07556,172.6497,,,,,,,,,,,,,,,,,,,,,19.32,19.32,,,,14,0,100,,,,
262,Pan et. al 2016,"Dawar et al., 2011",,,,New Zealand,-44.07556,172.6497,,,,,,,,,,,,,,,,,,,,,17.5,17.5,,,,14,0,100,,,,
263,Pan et. al 2016,"Dawar et al., 2011",,,,New Zealand,-44.07556,172.6497,,,,,,,,,,,,,,,,,,,,,6.86,6.86,,,,14,0,100,,,,
264,Pan et. al 2016,"Dawar et al., 2011",,,,New Zealand,-44.07556,172.6497,,,,,,,,,,,,,,,,,,,,,6.02,6.02,,,,14,0,100,,,,
265,Pan et. al 2016,"Dawar et al., 2011",,,,New Zealand,-44.07556,172.6497,,,,,,,,,,,,,,,,,,,,,6.02,6.02,,,,14,0,0,,,,
266,Pan et. al 2016,"Gezgin &Bayrakll, 1995",,,,Turkey,37.888121,32.483833,,,,,,,,,,,,,,,,,,,,,222.87,222.87,,,,57,0,200,,,,
267,Pan et. al 2016,"Gezgin &Bayrakll, 1995",,,,Turkey,37.888121,32.483833,,,,,,,,,,,,,,,,,,,,,159.6,159.6,,,,57,0,200,,,,
268,Pan et. al 2016,"Gezgin &Bayrakll, 1995",,,,Turkey,37.888121,32.483833,,,,,,,,,,,,,,,,,,,,,155.61,155.61,,,,57,0,200,,,,
269,Pan et. al 2016,"Han et al., 2013",,,,China,34.29389,108.0672,,,,,,,,,,,,,,,,,,,,,13.57,13.57,,,,59,0,59,,,,
270,Pan et. al 2016,"Han et al., 2013",,,,China,34.29389,108.0672,,,,,,,,,,,,,,,,,,,,,29.5,29.5,,,,59,0,341,,,,
271,Pan et. al 2016,"Hargrove &Kissel, 1979",,,,USA,33.078597,-96.549203,,,,,,,,,,,,,,,,,,,,,2912,2912,,,,112,0,112,,,,
272,Pan et. al 2016,"Hargrove &Kissel, 1979",,,,USA,33.078597,-96.549203,,,,,,,,,,,,,,,,,,,,,2128,2128,,,,112,0,112,,,,
273,Pan et. al 2016,"Hargrove &Kissel, 1979",,,,USA,33.078597,-96.549203,,,,,,,,,,,,,,,,,,,,,1956.64,1956.64,,,,112,0,448,,,,
274,Pan et. al 2016,"Hargrove &Kissel, 1979",,,,USA,33.078597,-96.549203,,,,,,,,,,,,,,,,,,,,,1956.64,1956.64,,,,112,0,448,,,,
275,Pan et. al 2016,"Hargrove &Kissel, 1979",,,,USA,33.078597,-96.549203,,,,,,,,,,,,,,,,,,,,,1505.28,1505.28,,,,112,0,448,,,,
276,Pan et. al 2016,"Hargrove &Kissel, 1979",,,,USA,33.078597,-96.549203,,,,,,,,,,,,,,,,,,,,,1404.48,1404.48,,,,112,0,448,,,,
277,Pan et. al 2016,"Hargrove &Kissel, 1979",,,,USA,33.078597,-96.549203,,,,,,,,,,,,,,,,,,,,,1404.48,1404.48,,,,112,0,448,,,,
278,Pan et. al 2016,"Hargrove &Kissel, 1979",,,,USA,33.078597,-96.549203,,,,,,,,,,,,,,,,,,,,,1344,1344,,,,112,0,112,,,,
279,Pan et. al 2016,"Hargrove &Kissel, 1979",,,,USA,33.078597,-96.549203,,,,,,,,,,,,,,,,,,,,,953.12,953.12,,,,112,0,448,,,,
280,Pan et. al 2016,"Hargrove &Kissel, 1979",,,,USA,33.078597,-96.549203,,,,,,,,,,,,,,,,,,,,,896,896,,,,112,0,112,,,,
281,Pan et. al 2016,"Hargrove &Kissel, 1979",,,,USA,33.078597,-96.549203,,,,,,,,,,,,,,,,,,,,,752.64,752.64,,,,112,0,448,,,,
282,Pan et. al 2016,"Hargrove &Kissel, 1979",,,,USA,33.078597,-96.549203,,,,,,,,,,,,,,,,,,,,,602.56,602.56,,,,112,0,224,,,,
283,Pan et. al 2016,"Hargrove &Kissel, 1979",,,,USA,33.078597,-96.549203,,,,,,,,,,,,,,,,,,,,,376.32,376.32,,,,112,0,224,,,,
284,Pan et. al 2016,"Hargrove &Kissel, 1979",,,,USA,33.078597,-96.549203,,,,,,,,,,,,,,,,,,,,,351.68,351.68,,,,112,0,224,,,,
285,Pan et. al 2016,"Hargrove &Kissel, 1979",,,,USA,33.078597,-96.549203,,,,,,,,,,,,,,,,,,,,,325.92,325.92,,,,112,0,224,,,,
286,Pan et. al 2016,"Hargrove &Kissel, 1979",,,,USA,33.078597,-96.549203,,,,,,,,,,,,,,,,,,,,,238.56,238.56,,,,112,0,112,,,,
287,Pan et. al 2016,"Hargrove &Kissel, 1979",,,,USA,33.078597,-96.549203,,,,,,,,,,,,,,,,,,,,,200.48,200.48,,,,112,0,224,,,,
288,Pan et. al 2016,"Hargrove &Kissel, 1979",,,,USA,33.078597,-96.549203,,,,,,,,,,,,,,,,,,,,,150.08,150.08,,,,112,0,112,,,,
289,Pan et. al 2016,"Hargrove &Kissel, 1979",,,,USA,33.078597,-96.549203,,,,,,,,,,,,,,,,,,,,,0,0.00027475,,,,112,0,112,,,,
290,Pan et. al 2016,"Holcomb III et al., 2011",,,,USA,45.745801,-119.19485,,,,,,,,,,,,,,,,,,,,,67.2,67.2,,,,24,0,112,,,,
291,Pan et. al 2016,"Holcomb III et al., 2011",,,,USA,45.745801,-119.19485,,,,,,,,,,,,,,,,,,,,,59.76,59.76,,,,24,0,112,,,,
292,Pan et. al 2016,"Holcomb III et al., 2011",,,,USA,45.745801,-119.19485,,,,,,,,,,,,,,,,,,,,,43.44,43.44,,,,24,0,112,,,,
293,Pan et. al 2016,"Holcomb III et al., 2011",,,,USA,45.745801,-119.19485,,,,,,,,,,,,,,,,,,,,,19.44,19.44,,,,24,0,112,,,,
294,Pan et. al 2016,"Holcomb III et al., 2011",,,,USA,45.745801,-119.19485,,,,,,,,,,,,,,,,,,,,,6.24,6.24,,,,24,0,112,,,,
295,Pan et. al 2016,"Holcomb III et al., 2011",,,,USA,45.745801,-119.19485,,,,,,,,,,,,,,,,,,,,,3.12,3.12,,,,24,0,112,,,,
296,Pan et. al 2016,"Huang et al., 2015",,,,China,35,114.4,,,,,,,,,,,,,,,,,,,,,0,0.00027475,,,,4,0,150,,,,
297,Pan et. al 2016,"Huang et al., 2015",,,,China,35,114.4,,,,,,,,,,,,,,,,,,,,,18.52,18.52,,,,4,0,150,,,,
298,Pan et. al 2016,"Huang et al., 2015",,,,China,35,114.4,,,,,,,,,,,,,,,,,,,,,17.8,17.8,,,,4,0,150,,,,
299,Pan et. al 2016,"Huang et al., 2015",,,,China,35,114.4,,,,,,,,,,,,,,,,,,,,,31.36,31.36,,,,4,0,270,,,,
300,Pan et. al 2016,"Huang et al., 2015",,,,China,35,114.4,,,,,,,,,,,,,,,,,,,,,31.12,31.12,,,,4,0,230,,,,
301,Pan et. al 2016,"Huang et al., 2015",,,,China,35,114.4,,,,,,,,,,,,,,,,,,,,,29.24,29.24,,,,4,0,270,,,,
302,Pan et. al 2016,"Huang et al., 2015",,,,China,35,114.4,,,,,,,,,,,,,,,,,,,,,27.12,27.12,,,,4,0,190,,,,
303,Pan et. al 2016,"Huang et al., 2015",,,,China,35,114.4,,,,,,,,,,,,,,,,,,,,,25.56,25.56,,,,4,0,230,,,,
304,Pan et. al 2016,"Huang et al., 2015",,,,China,35,114.4,,,,,,,,,,,,,,,,,,,,,25.36,25.36,,,,4,0,190,,,,
305,Pan et. al 2016,"Huang et al., 2015",,,,China,35,114.4,,,,,,,,,,,,,,,,,,,,,24.96,24.96,,,,4,0,270,,,,
306,Pan et. al 2016,"Huang et al., 2015",,,,China,35,114.4,,,,,,,,,,,,,,,,,,,,,22.96,22.96,,,,4,0,230,,,,
307,Pan et. al 2016,"Huang et al., 2015",,,,China,35,114.4,,,,,,,,,,,,,,,,,,,,,22.52,22.52,,,,4,0,190,,,,
308,Pan et. al 2016,"Huang et al., 2015",,,,China,35,114.4,,,,,,,,,,,,,,,,,,,,,18.52,18.52,,,,4,0,190,,,,
309,Pan et. al 2016,"Huang et al., 2015",,,,China,35,114.4,,,,,,,,,,,,,,,,,,,,,3.78,3.78,,,,7,0,150,,,,
310,Pan et. al 2016,"Huang et al., 2015",,,,China,35,114.4,,,,,,,,,,,,,,,,,,,,,2.52,2.52,,,,7,0,150,,,,
311,Pan et. al 2016,"Huang et al., 2015",,,,China,35,114.4,,,,,,,,,,,,,,,,,,,,,7.91,7.91,,,,7,0,270,,,,
312,Pan et. al 2016,"Huang et al., 2015",,,,China,35,114.4,,,,,,,,,,,,,,,,,,,,,7.28,7.28,,,,7,0,270,,,,
313,Pan et. al 2016,"Huang et al., 2015",,,,China,35,114.4,,,,,,,,,,,,,,,,,,,,,4.97,4.97,,,,7,0,230,,,,
314,Pan et. al 2016,"Huang et al., 2015",,,,China,35,114.4,,,,,,,,,,,,,,,,,,,,,4.48,4.48,,,,7,0,230,,,,
315,Pan et. al 2016,"Huang et al., 2015",,,,China,35,114.4,,,,,,,,,,,,,,,,,,,,,4.27,4.27,,,,7,0,190,,,,
316,Pan et. al 2016,"Huang et al., 2015",,,,China,35,114.4,,,,,,,,,,,,,,,,,,,,,4.13,4.13,,,,7,0,270,,,,
317,Pan et. al 2016,"Huang et al., 2015",,,,China,35,114.4,,,,,,,,,,,,,,,,,,,,,4.06,4.06,,,,7,0,190,,,,
318,Pan et. al 2016,"Huang et al., 2015",,,,China,35,114.4,,,,,,,,,,,,,,,,,,,,,3.57,3.57,,,,7,0,190,,,,
319,Pan et. al 2016,"Huang et al., 2015",,,,China,35,114.4,,,,,,,,,,,,,,,,,,,,,3.5,3.5,,,,7,0,230,,,,
320,Pan et. al 2016,"Huang et al., 2015",,,,China,35,114.4,,,,,,,,,,,,,,,,,,,,,3.15,3.15,,,,7,0,190,,,,
321,Pan et. al 2016,"Huckaby et al., 2011",,,,USA,32.475,-85.64,,,,,,,,,,,,,,,,,,,,,23.1,23.1,,,,10,0,146,,,,
322,Pan et. al 2016,"Huckaby et al., 2011",,,,USA,32.475,-85.64,,,,,,,,,,,,,,,,,,,,,23.1,23.1,,,,10,0,146,,,,
323,Pan et. al 2016,"Huckaby et al., 2011",,,,USA,32.475,-85.64,,,,,,,,,,,,,,,,,,,,,8.3,8.3,,,,10,0,146,,,,
324,Pan et. al 2016,"Huckaby et al., 2011",,,,USA,32.475,-85.64,,,,,,,,,,,,,,,,,,,,,6,6,,,,10,0,146,,,,
325,Pan et. al 2016,"Humphreys et al., 1988",,,,Australia,-34.277221,146.051219,,,,,,,,,,,,,,,,,,,,,16.77,16.77,,,,13,0,80,,,,
326,Pan et. al 2016,"Humphreys et al., 1988",,,,Australia,-34.277221,146.051219,,,,,,,,,,,,,,,,,,,,,14.43,14.43,,,,13,0,80,,,,
327,Pan et. al 2016,"Humphreys et al., 1988",,,,Australia,-34.277221,146.051219,,,,,,,,,,,,,,,,,,,,,8.8,8.8,,,,11,0,80,,,,
328,Pan et. al 2016,"Humphreys et al., 1988",,,,Australia,-34.277221,146.051219,,,,,,,,,,,,,,,,,,,,,6.37,6.37,,,,13,0,80,,,,
329,Pan et. al 2016,"Humphreys et al., 1988",,,,Australia,-34.277221,146.051219,,,,,,,,,,,,,,,,,,,,,2.34,2.34,,,,13,0,80,,,,
330,Pan et. al 2016,"Humphreys et al., 1988",,,,Australia,-34.277221,146.051219,,,,,,,,,,,,,,,,,,,,,0,0.00027475,,,,11,0,80,,,,
331,Pan et. al 2016,"Jantalia et al., 2012",,,,Colombia,40.65167,-104.9158,,,,,,,,,,,,,,,,,,,,,7.44,7.44,,,,62,0,200,,,,
332,Pan et. al 2016,"Jantalia et al., 2012",,,,Colombia,40.65167,-104.9158,,,,,,,,,,,,,,,,,,,,,4.96,4.96,,,,62,0,200,,,,
